index,연번,구분,학교명,학급수,학생수(명),우편번호,주소,연락처,lat,lon
687,688,초등학교,서동초등학교,26,443,31979,충남 서산시 쌍연남1로 19-5,041-664-2627,36.7837684658146,126.46748645555
688,689,초등학교,오산초등학교,6,43,32009,충남 서산시 덕지천로 436,041-669-2704,36.7459431873747,126.482922376551
689,690,초등학교,서령초등학교,12,190,32007,충남 서산시 남부순환로 749,041-664-0754,36.7439996537365,126.447468065247
690,691,초등학교,부춘초등학교,29,613,31985,충남 서산시 양유정 3로 9 (읍내동 130),041-669-0206,,
691,692,초등학교,서림초등학교,32,717,31999,충남 서산시 덕지천로 104(석남동),041-666-1661,,
692,693,초등학교,학돌초등학교,25,524,31971,충남 서산시 부춘1로 35(읍내동),041-668-8608,,
693,694,초등학교,서산석림초등학교,27,558,32003,충남 서산시 동서1로 41-6,041-668-6092,36.7698319127302,126.465463683172
694,695,초등학교,서산예천초등학교,34,809,31998,충남 서산시 예천1로 3-21,041-668-5405,36.7698281420741,126.449617006179
695,696,초등학교,서산동문초등학교,32,700,31967,충남 서산시 쌍연북 2로 31,041-668-7912,36.7882084959303,126.466546019542
696,697,초등학교,서산서남초등학교,49,1149,31998,충남 서산시 예천2로 19,041-671-5000,36.7704006408703,126.444832436393
697,698,초등학교,대산초등학교,15,270,31909,충남 서산시 대산읍 구진로 40-5,041-669-0152,36.9400224742522,126.43493822637
698,699,초등학교,명지초등학교,6,61,31907,충남 서산시 대산읍 명지3로 25,041-664-2360,36.9718893314381,126.409987335793
699,700,초등학교,서산대진초등학교,6,24,31906,충남 서산시 대산읍 기은아섬길 16,041-681-7051,36.9774837043889,126.38453064592
700,701,초등학교,인지초등학교,14,289,32015,충남 서산시 인지면 둔산1길 1,041-662-1045,36.7559166618745,126.425554235797
701,702,초등학교,차동초등학교,8,74,32012,충남 서산시 인지면 차동길 140,041-663-1080,36.7766488714516,126.400630515541
702,703,초등학교,부석초등학교,7,51,32019,충남 서산시 부석면 취평2길 37-6,041-664-8601,36.7167023539611,126.39255412206
703,704,초등학교,부석초등학교간월도분교장,3,6,32023,충남 서산시 부석면 간월달발길 57,041-664-8602,36.61047203483336,126.41928111406014
704,705,초등학교,강당초등학교,6,52,32021,충남 서산시 부석면 인정로 183,041-669-6861,36.6614765501815,126.40143966581
705,706,초등학교,가사초등학교,6,80,32017,충남 서산시 부석면 강경벌로 478,041-669-1398,36.752542894886794,126.37187432497453
706,707,초등학교,팔봉초등학교,6,54,31923,충남 서산시 팔봉면 한재무두리1길 233,041-662-6019,36.8273518699366,126.362514718048
708,709,초등학교,부성초등학교,20,404,31919,충남 서산시 지곡면 화천1로 83,041-664-4512,36.8650448558677,126.435665779318
709,710,초등학교,성연초등학교,66,1410,31931,충남 서산시 성연면 성연3로 57-10,041-669-2192,36.8241607406981,126.448793241482
710,711,초등학교,음암초등학교,12,200,31936,충남 서산시 음암면 도당로 5,041-669-6212,36.8007562323268,126.519136832219
711,712,초등학교,동암초등학교,6,76,31941,충남 서산시 음암면 동암마을길 14-3,041-669-2251,36.7622321017157,126.512048435821
712,713,초등학교,운산초등학교,7,46,31945,충남 서산시 운산면 운암로 1037,041-669-6341,36.8118579601704,126.583157038496
713,714,초등학교,운신초등학교,7,49,31948,충남 서산시 운산면 해운로 539,041-688-4100,36.7567203003129,126.561909046912
714,715,초등학교,해미초등학교,10,158,31960,충남 서산시 해미면 성지1로 81,041-688-1592,36.71767442965895,126.54306224257454
715,716,초등학교,언암초등학교,7,109,30959,충남 서산시 해미면 기지1길 27,041-688-9042,36.707912470264006,126.51104237233453
716,717,초등학교,고북초등학교,7,60,32027,충남 서산시 고북면 고북3로 19,041-669-6303,36.6669977292874,126.530686279632
717,718,초등학교,논산부창초등학교,14,248,32954,논산시 시민로397번길 10,041-736-6804,36.19981854946199,127.08452706209854
718,719,초등학교,논산반월초등학교,7,102,32952,논산시 해월로 148 ,041-735-2436,36.20371165732313,127.08465356329062
719,720,초등학교,논산동성초등학교,27,554,32974,논산시 관촉로 263(취암동),041-734-0892,,
720,721,초등학교,논산중앙초등학교,33,731,32981,논산시 논산대로 269-10(내동),041-736-3021,,
721,722,초등학교,논산내동초등학교,44,1038,32990,논산시 중앙로 192(내동),041-734-7463,36.1858599837057,127.103766842775
722,723,초등학교,강경중앙초등학교,6,44,32934,논산시 강경읍 옥녀봉로 8,041-745-0678,36.1602766701743,127.01923074974167
723,724,초등학교,강경산양초등학교,7,41,32942,논산시 강경읍 산양길 45,041-745-1457,36.1473564545973,127.02191216943
724,725,초등학교,강경황산초등학교,9,142,32936,논산시 강경읍 대흥로34번길 5 ,041-745-0273,36.1574585090526,127.013140097566
725,726,초등학교,구자곡초등학교,7,81,33011,논산시 연무로 369(연무읍),041-741-4157,,
726,727,초등학교,연무초등학교,7,81,33013,논산시 연무읍 득안대로 527,041-741-5295,36.1176003673695,127.097487887686
727,728,초등학교,연무중앙초등학교,17,348,33008,논산시 연무읍 연무로 211-14,041-741-4112,36.1309121432244,127.102952360496
728,729,초등학교,성동초등학교,7,44,32927,논산시 성동면 성동로 240번길 30,041-734-2622,36.1993895236495,127.033419254852
729,730,초등학교,원봉초등학교,6,46,32926,논산시 성동면 성동로 552,041-736-6082,36.21253109021461,127.06041960337207
730,731,초등학교,광석초등학교,8,54,32922,논산시 광석면 사계로 451,041-732-8015,36.2439078630857,127.080751859061
731,732,초등학교,왕전초등학교,6,54,32920,논산시 광석면 왕전2길 12,041-733-2694,36.23977613545818,127.10885529763196
732,733,초등학교,노성초등학교,6,44,32902,논산시 노성면 노성로 507번길 11,041-736-5580,36.2784434149978,127.121301313271
733,734,초등학교,상월초등학교,7,45,32904,논산시 상월면 신충리 백일헌로 1025-13,041-734-4010,,
734,735,초등학교,부적초등학교,7,64,32917,논산시 부적면 남마구평길 70,041-732-7032,36.2115375362941,127.13572606012
735,736,초등학교,감곡초등학교,6,21,32916,논산시 부적면 계백로 1676-26,041-732-7066,36.210281164854,127.160558248278
736,737,초등학교,연산초등학교,7,71,32911,논산시 연산면 연산5길 13,041-733-0657,36.2170968945444,127.218119174084
737,738,초등학교,청동초등학교,7,56,32913,논산시 연산면 선비로 293번길 29-5,041-733-0323,36.2126645684453,127.196394520732
738,739,초등학교,백석초등학교,7,64,32909,논산시 연산면 선비로 726,041-734-4708,36.2473546726977,127.179565664243
739,740,초등학교,벌곡초등학교,6,53,33026,논산시 벌곡면 대둔로 821-8,041-733-9009,36.2081391717218,127.266129145786
740,741,초등학교,도산초등학교,6,89,33028,논산시 벌곡면 수락로 23,041-733-9780,36.1617008447856,127.31557444438
741,742,초등학교,양촌초등학교,8,67,33023,논산시 양촌면 매죽헌로 1665번길 22,041-741-2019,36.138465001042235,127.23339584931162
742,743,초등학교,반곡초등학교,9,145,33021,논산시 양촌면 황산벌로 1126번길 5,041-734-2334,36.1828371322371,127.205720266168
743,744,초등학교,가야곡초등학교,7,33,33019,논산시 가야곡면 덕은로 160,041-742-3369,36.1439914242399,127.168880869882
744,745,초등학교,은진초등학교,8,94,33001,논산시 은진면 매죽헌로 25번길 1,041-741-0019,36.1683524866162,127.106566869551
745,746,초등학교,성덕초등학교,7,101,32999,논산시 은진면 원앙로 1174 ,041-741-0074,36.176667824503,127.129521094267
746,747,초등학교,채운초등학교,7,79,32945,논산시 채운면 채운로 112,041-734-3274,36.1704391533281,127.067658647568
747,748,초등학교,이화초등학교,7,45,32946,논산시 채운면 채운로 350,041-742-2228,36.1507473041723,127.071490969244
748,749,초등학교,두마초등학교,26,531,32837,계룡시 두마면 팥거리로 160,042-841-8014,36.2698810613454,127.269690542003
749,750,초등학교,엄사초등학교,19,358,32808,계룡시 엄사면 번영3길 30,042-841-4498,36.286557128516,127.23715096443
750,751,초등학교,신도초등학교,20,384,32819,계룡시 엄사면 번영3길 82,042-841-9863,36.2821359015896,127.236238228535
751,752,초등학교,용남초등학교,41,969,32801,계룡시 신도안면 신도안1길 88,042-551-1504,36.2991769051713,127.24453256115
752,753,초등학교,금암초등학교,26,615,32824,계룡시 장안로 104,042-841-0872,36.2708011163425,127.245886381644
753,754,초등학교,당진초등학교,26,463,31776,충남 당진시 교동길 106,041-352-3753,36.8926835871311,126.632524319314
754,755,초등학교,성당초등학교,7,106,31789,충남 당진시 역천로 222,041-356-5155,36.8368734937351,126.604532034311
755,756,초등학교,계성초등학교,32,729,31771,충남 당진시 당진중앙1로 290,041-352-4031,36.8988748384052,126.639235358143
756,757,초등학교,탑동초등학교,54,1345,31780,충남 당진시 대호만로 12,041-354-1252,36.8975486734529,126.623058764698
757,758,초등학교,원당초등학교,46,1097,31771,충남 당진시 밤절로 31,041-358-5602,36.9023350930997,126.639254973079
758,759,초등학교,대덕초등학교,38,811,31787,충남 당진시 대덕1로 80,041-430-0102,36.883023228376175,126.63967562742616
759,760,초등학교,수청초등학교,31,683,31817,충남 당진시 수청2로 37,041-358-9871,36.889089104451,126.65197250111142
760,761,초등학교,합덕초등학교,14,217,31813,충남 당진시 합덕읍 덕평로 508,041-362-2692,36.8050694477504,126.778830743525
761,762,초등학교,합도초등학교,8,71,31811,충남 당진시 합덕읍 면천로 1538,041-362-2303,36.8105328986357,126.754500950061
762,763,초등학교,신촌초등학교,6,34,31815,충남 당진시 합덕읍 상덕로 620-13,041-362-2778,36.7636117276851,126.764179445578
763,764,초등학교,고대초등학교,7,99,31793,충남 당진시 고대면 고대로 206,041-353-6368,36.9368155031009,126.593828305259
764,765,초등학교,고산초등학교,7,57,31791,충남 당진시 고대면 서집들길 55,041-353-8820,36.9573328489581,126.572677853501
765,766,초등학교,석문초등학교,8,88,31703,충남 당진시 석문면 다리들길7,041-353-9042 ,36.9870565717258,126.588695427567
766,767,초등학교,삼봉초등학교,7,72,31706,충남 당진시 석문면 대호만로 1722-1,041-353-0040,37.0134207578982,126.539288668662
767,768,초등학교,삼봉초등학교난지분교장,1,1,31708,충남 당진시 석문면 난지1길 155,041-352-1344,37.048565309625,126.433388156914
768,769,초등학교,초락초등학교,7,27,31707,충남 당진시 석문면 샛터말길35,041-352-6239,36.993325700917,126.510203090626
769,770,초등학교,조금초등학교,7,54,31798,충남 당진시 대호지면 4.4만세로 23,041-353-1010,36.9013731387257,126.500051748969
770,771,초등학교,정미초등학교,6,39,31802,충남 당진시 정미면 운정로 642,041-353-2078,36.85654611564826,126.55454916938879
771,772,초등학교,천의초등학교,7,45,31800,충남 당진시 정미면 천평로 30,041-353-2010,36.8780390508008,126.572213745214
772,773,초등학교,면천초등학교,6,47,31804,충남 당진시 면천면 면천서문1길 33,041-356-3090,36.8179419752354,126.662645260185
773,774,초등학교,순성초등학교,6,74,31757,충남 당진시 순성면 순성로 473,041-353-4140,36.8432753322544,126.711124500818
774,775,초등학교,북창초등학교,8,117,31759,충남 당진시 순성면 붉은재길 68,041-362-2302,36.8502917104741,126.764406833859
775,776,초등학교,우강초등학교,7,81,31754,충남 당진시 우강면 우강송산로 183-7,041-362-3046,36.8253915619538,126.788918549264
776,777,초등학교,신평초등학교,13,181,31741,충남 당진시 신평면 원머리로 7,041-362-6082,36.8863080035331,126.772377505715
777,778,초등학교,서정초등학교,29,634,31748,충남 당진시 신평면 거산3거리길 28-1,041-362-6057,36.8803771062548,126.755215293884
778,779,초등학교,한정초등학교,7,51,31743,충남 당진시 신평면 샛터로 172 ,041-362-9913,36.8940617649091,126.805230392271
779,780,초등학교,송악초등학교,13,207,31728,충남 당진시 송악읍 송악로 663-1,041-358-8004,36.9401822111549,126.743874801386
780,781,초등학교,전대초등학교,6,86,31729,충남 당진시 송악읍 신평로 1185,041-357-8201,36.9094773181334,126.749269388598
781,782,초등학교,기지초등학교,74,1741,31733,충남 당진시 송악읍 반촌로 84-3,041-355-6091,36.9032413106121,126.693727151423
782,783,초등학교,상록초등학교,16,294,31723,충남 당진시 송악읍 송악로 1024,041-356-8078,36.9592688660843,126.769281545103
783,784,초등학교,송산초등학교,9,113,31714,충남 당진시 송산면 상거길 19-1,041-353-7081,36.9322478923914,126.679553592252
784,785,초등학교,당산초등학교,10,154,31713,충남 당진시 송산면 당산2로 185,041-352-0075,36.9362626880695,126.650019352174
785,786,초등학교,유곡초등학교,17,324,31711,충남 당진시 송산면 송산로 821-17,041-353-7078,36.9606601089529,126.694269866069
786,787,초등학교,금산중앙초등학교,22,473,32746,충남 금산군 금산읍 금산로 1427,041-753-6333,36.1014622667742,127.487191408783
787,788,초등학교,금산초등학교,23,443,32738,충남 금산군 금산읍 인삼로 69,041-753-6230,36.1042459283518,127.48966512136
788,789,초등학교,금산동초등학교,8,94,32725,충남 금산군 금산읍 후곤천길 145,041-753-6135,36.1041983849665,127.498571388978
789,790,초등학교,금성초등학교,7,27,32707,충남 금산군 금성면 진산로 370,041-752-3010,36.1306338453244,127.454763991134
790,791,초등학교,금성초등학교금계분교장,2,4,32716,충남 금산군 금성면 어필각로 448,041-753-7703,36.1610062167049,127.479251150767
791,792,초등학교,제원초등학교,8,27,32723,충남 금산군 제원면 제원3길 11,041-752-7024,36.1137460370894,127.545262391808
792,793,초등학교,부리초등학교,7,36,32757,충남 금산군 부리면 현내로 81,041-753-0527,36.0617919155185,127.554968674762
793,794,초등학교,군북초등학교,7,36,32718,충남 금산군 군북면 군북로 714 ,041-753-2008,36.1680092226285,127.526712391049
794,795,초등학교,용문초등학교,7,81,32721,충남 금산군 군북면 시두물길 15,041-751-1656,36.1344411726633,127.502419940239
795,796,초등학교,상곡초등학교,6,26,32717,충남 금산군 군북면 상곡길 34,041-753-7045,36.20621135486574,127.57138742054903
796,797,초등학교,남일초등학교,6,52,32758,충남 금산군 남일면 봉황로 83,041-752-9461,36.0433733712456,127.503842602891
797,798,초등학교,남이초등학교,6,17,32751,충남 금산군 남이면 진악로 51,041-753-1016,36.0503710123499,127.436594058402
798,799,초등학교,진산초등학교,7,38,32704,충남 금산군 진산면 읍내로 41,041-752-4020,36.1435421110158,127.367808073694
799,800,초등학교,복수초등학교,7,23,32703,충남 금산군 복수면 복수로 137로,041-752-8312,,
800,801,초등학교,신대초등학교,6,20,32701,충남 금산군 복수면 복수로 753,041-752-8212,36.209374847572,127.377657142401
801,802,초등학교,추부초등학교,10,131,32714,충남 금산군 추부면 하마전로 23,041-753-7908,36.1911618934444,127.468832977378
802,803,초등학교,성대초등학교,7,32,32710,충남 금산군 추부면 군북로 1402,041-753-7168,36.2251358060704,127.509650639857
803,804,초등학교,부여초등학교,26,562,33135,충남 부여군 부여읍 부소로 105-10,041-834-3223,36.2862191160168,126.922294619579
804,805,초등학교,백제초등학교,9,102,33115,충남 부여군 부여읍 계백로321,041-833-7261,36.27780106143,126.915602641705
805,806,초등학교,궁남초등학교,5,44,33168,충남 부여군 부여읍 계백로 238-6,041-834-3123,36.2754331488336,126.906474330633
806,807,초등학교,대왕초등학교,7,31,33160,충남 부여군 부여읍 금성로 150,041-834-6078,36.268933968061,126.927573466405
807,808,초등학교,송간초등학교,7,42,33127,충남 부여군 부여읍 삼충로 272번길 5,041-834-3346,36.3078617468125,126.957520127927
808,809,초등학교,규암초등학교,26,485,33123,충남 부여군 규암면 계백로 3,041-835-8221,36.2754281748965,126.880635478103
809,810,초등학교,합송초등학교,7,40,33120,충남 부여군 규암면 흥수로 561번길 8,041-836-7190,36.2661240105933,126.845746402076
810,811,초등학교,백강초등학교,6,35,33116,충남 부여군 규암면 백제문로 251번길 20,041-835-9390,36.2968470966199,126.891388315675
811,812,초등학교,은산초등학교,7,61,33313,충남 부여군 은산면 충의로 729,041-832-6390,36.3142296820734,126.85453317749
812,813,초등학교,외산초등학교,6,22,33104,충남 부여군 외산면 만수로 421,041-836-5290,36.3156163105072,126.715546763573
813,814,초등학교,내산초등학교,7,31,33195,충남 부여군 내산면 성충로 906,041-833-4290,36.2818876893536,126.777177189855
814,815,초등학교,구룡초등학교,6,19,33191,충남 부여군 구룡면 태양로 25,041-832-2830,36.2535552132922,126.813575034136
815,816,초등학교,용당초등학교,5,13,33190,충남 부여군 구룡면 용당로 2번길 73,041-832-9160,36.2369270640477,126.826011432181
816,817,초등학교,홍산초등학교,6,72,33200,충남 부여군 홍산면 홍산로 111번길 7,041-835-1091,36.217779579249196,126.76180560707263
817,818,초등학교,옥산초등학교,6,13,33205,충남 부여군 옥산면 대백제로 330,041-832-0091,36.190851666102,126.732759771674
818,819,초등학교,마정초등학교,5,8,33210,충남 부여군 남면 마정로 7-9,041-832-3190,36.2178761267515,126.839177110269
819,820,초등학교,충화초등학교,5,15,33212,충남 부여군 충화면 팔충로 701,041-833-1090,36.1831982615286,126.814533394837
820,821,초등학교,양화초등학교,6,12,33215,충남 부여군 양화면 충절로 215,041-833-3090,36.1284054210808,126.857094176257
821,822,초등학교,임천초등학교,7,48,33219,충남 부여군 임천면 성흥로97번길15,041-837-0712,36.1912466103751,126.893299835837
822,823,초등학교,장암초등학교,7,33,33183,충남 부여군 장암면 석동로 112,041-834-2624,36.2413338429131,126.895683738187
823,824,초등학교,세도초등학교,6,34,33227,충남 부여군 세도면 세도로 68,041-833-0090,36.1754934023789,126.947227488471
824,825,초등학교,석성초등학교,4,10,33179,충남 부여군 석성면 석성로 113-8,041-836-9091,36.2235999724471,126.989064434735
825,826,초등학교,석양초등학교,7,48,33176,충남 부여군 석성면 증산로39번길 31,041-836-6190,36.2541114175821,126.998771607353
826,827,초등학교,초촌초등학교,6,27,33175,충남 부여군 초촌면 초촌로 55,041-832-7862,36.2630812843772,127.024134443342
827,828,초등학교,장항초등학교,11,138,33659,충남 서천군 장항읍 성주길6,041-956-0068,36.0203170244435,126.700885335879
828,829,초등학교,장항중앙초등학교,10,161,33670,충남 서천군 장항읍 장항로121번길 7,041-956-6306,36.0127432987119,126.691005974805
829,830,초등학교,송림초등학교,6,42,33658,충남 서천군 장항읍 옥도로 14,041-956-8523,36.0293504480734,126.683840332025
830,831,초등학교,서천초등학교,26,630,33643,충남 서천군 서천읍 서천로 98번길 5,041-953-6901,36.0785911210238,126.68855926237
831,832,초등학교,서남초등학교,4,15,33653,충남 서천군 마서면 마서로 260번길 12,041-953-3703,,
832,833,초등학교,마동초등학교,7,67,33657,충남 서천군 마서면 원송로 229,041-956-6885,36.0251777060465,126.714721678847
833,834,초등학교,송석초등학교,6,30,33650,충남 서천군 마서면 송신로 432,041-952-8711,36.0735305374318,126.643512801779
834,835,초등학교,화양초등학교,6,21,33629,충남 서천군 화양면 화산로 64번길,041-951-1515,,
835,836,초등학교,기산초등학교,7,31,33628,충남 서천군 기산면 기산길 107,041-951-1014,36.0741965515808,126.767959828125
836,837,초등학교,한산초등학교,6,36,33624,충남 서천군 한산면 한마로 48 ,041-951-0081,36.086389199965,126.804905999547
837,838,초등학교,마산초등학교,5,21,33622,충남 서천군 마산면 삼일로 327,041-953-1732,36.1210335165161,126.7950409141
838,839,초등학교,시초초등학교,6,55,33620,충남 서천군 시초면 시초북로 31,041-952-1906,36.121993583554,126.751823676638
839,840,초등학교,문산초등학교,6,10,33617,충남 서천군 문산면 신농길 26-29,041-952-4013,36.1432539251125,126.751325620384
840,841,초등학교,오성초등학교,7,32,33615,충남 서천군 판교면 종판로 857번길 13,041-951-9776,36.1550402146484,126.683469885409
841,842,초등학교,부내초등학교,6,37,33611,충남 서천군 종천면 충서로363번길 23-1,041-953-4081,36.10256756901065,126.64681985984018
842,843,초등학교,비인초등학교,7,27,33608,충남 서천군 비인면 비인로192(성내리),041-952-1323,,
843,844,초등학교,서면초등학교,7,25,33602,충남 서천군 서면 선합장길 15,041-951-7578,36.153606198111,126.555495742787
844,845,초등학교,서도초등학교,7,80,33603,충남 서천군 서면 공암남촌길 31번길 33,041-952-0039,36.1532118154515,126.521445242733
845,846,초등학교,청양초등학교,16,303,33324,충남 청양군 청양읍 칠갑산로 9길 29,041-943-2683,36.4540013095565,126.805948219419
846,847,초등학교,청송초등학교,7,42,33340,충남 청양군 청양읍 칠갑산로 97,041-943-2562,36.4495437588122,126.787714908764
847,848,초등학교,운곡초등학교,6,27,33315,충남 청양군 운곡면 청신로 882,041-942-9762,36.5248008023642,126.846096391753
848,849,초등학교,수정초등학교,6,64,33345,충남 청양군 대치면 칠갑산로 514,041-942-3503,36.4455466589732,126.82835312543
849,850,초등학교,정산초등학교,7,82,33352,충남 청양군 정산면 칠갑산로 1863,041-942-0013,36.4166473066438,126.945731286125
850,851,초등학교,목면초등학교,6,22,33358,충남 청양군 목면 철마장길 27,041-944-0762,36.4212681536599,127.00410897573784
851,852,초등학교,청남초등학교,6,20,33363,충남 청양군 청남면 명덕로 207-4,041-943-4854,36.3551753106561,126.951763447825
852,853,초등학교,장평초등학교,6,28,33367,충남 청양군 장평면 충의로 453,041-942-6260,36.3464188649183,126.8989168954
853,854,초등학교,미당초등학교,4,7,33362,충남 청양군 장평면 낙지미당로 543-53,041-942-7008,36.3754287567746,126.933711043477
854,855,초등학교,남양초등학교,7,37,33306,충남 청양군 남양면 구용길 324,041-942-1901,36.4013440628261,126.776925820752
855,856,초등학교,합천초등학교,6,49,33310,충남 청양군 화성면 무한로 88,041-942-4014,36.4257725187509,126.714137397817
856,857,초등학교,가남초등학교,7,57,33316,충남 청양군 비봉면 충절로 1962-7,041-942-5006,36.5170485366366,126.788142472146
857,858,초등학교,홍성초등학교,29,628,32227,충남 홍성군 홍성읍 조양로 43,041-633-5788,36.5989504729901,126.657315779366
858,859,초등학교,홍주초등학교,7,84,32223,충남 홍성군 홍성읍 조양로 100-10,041-633-0548,36.6026469563197,126.660469095451
859,860,초등학교,홍남초등학교,32,719,32234,충남 홍성군 홍성읍 홍장북로 434,041-634-0949,36.5933661316007,126.669771763389
860,861,초등학교,광천초등학교,12,178,32292,충남 홍성군 광천읍 홍남로 705번길 16,041-642-0584,36.5064594534314,126.629241178643
861,862,초등학교,홍북초등학교,25,475,32260,충남 홍성군 자경로 33,041-632-9027,36.65222503757467,126.68521134001969
862,863,초등학교,용봉초등학교,7,84,32251,충남 홍성군 홍북읍 이응노로 277,041-632-9818,36.6320487060566,126.650322172893
863,864,초등학교,내포초등학교,51,1257,32272,충남 홍성군 홍북읍 홍학로 38,041-630-7920,36.6491346030884,126.670710289238
864,865,초등학교,한울초등학교,43,950,32266,충남 홍성군 홍북읍 홍학로 131,041-631-6411,36.6451805457344,126.680008748913
865,866,초등학교,금마초등학교,7,52,32280,충남 홍성군 금마면 광금북로 484,041-633-7058,36.6137635538979,126.73273853164
866,867,초등학교,배양초등학교,7,45,32280,충남 홍성군 금마면 금마로 23-24,041-633-7036,36.6143070210517,126.709293657591
867,868,초등학교,홍동초등학교,9,121,32284,충남 홍성군 홍동면 홍장남로 672번길 59,041-633-3040,36.5574918742893,126.689302261523
868,869,초등학교,금당초등학교,7,36,32283,충남 홍성군 홍동면 초롱산길 9,041-633-3170,36.5685615237313,126.724484336902
869,870,초등학교,장곡초등학교,7,33,32298,충남 홍성군 장곡면 도산1길 2,041-642-5006,36.50474818725469,126.69266654710877
870,871,초등학교,은하초등학교,5,16,32210,충남 홍성군 은하면 은하로 220,041-642-4000,36.5291635526795,126.589243661941
871,872,초등학교,결성초등학교,6,13,32212,충남 홍성군 결성면 홍남서로 738번길 30,041-642-8891,36.5246413975838,126.544048236156
872,873,초등학교,서부초등학교,7,30,32204,충남 홍성군 서부면 서부로 505,041-632-8020,36.5792061248145,126.510999345451
873,874,초등학교,신당초등학교,5,19,32206,충남 홍성군 서부면 남당항로 270번길 43,041-632-8150,36.5477367101384,126.4733719903
874,875,초등학교,갈산초등학교,6,60,32202,충남 홍성군 갈산면 갈산로 135,041-633-7575,36.602646272193,126.554149138177
875,876,초등학교,구항초등학교,7,43,32215,충남 홍성군 구항면 구성남로 928,041-631-3297,36.5840645381237,126.607354044219
876,877,초등학교,대정초등학교,7,30,32214,충남 홍성군 구항면 거북로 20,041-641-0642,36.5474450154463,126.637882108139
877,878,초등학교,서해삼육초등학교,6,166,32292,충남 홍성군 광천읍 홍남로705번길 23,041-641-2502,36.5066644786432,126.626788869769
878,879,초등학교,예산초등학교,19,377,32434,예산군 예산읍 아리랑로 205 ,332-6175,36.6836552607961,126.849879881024
879,880,초등학교,금오초등학교,25,554,32429,예산군 예산읍 역전로 134번길 40,334-2502,36.6906163532612,126.83416105106
880,881,초등학교,예산중앙초등학교,8,133,32431,예산군 예산읍 주교로 21,967-2700,36.6837930003881,126.831588964127
881,882,초등학교,신례원초등학교,10,146,32421,예산군 예산읍 신례원로 179,334-3585,36.7264384437929,126.842524705821
882,883,초등학교,대술초등학교,7,28,32444,예산군 대술면 원농리길 12,333-5009,36.657163643227,126.895214972094
883,884,초등학교,신양초등학교,7,32,32453,예산군 신양면 청신로 374,333-7005,36.6022368583254,126.869082586107
884,885,초등학교,웅산초등학교,7,42,32457,예산군 광시면 예당로 181,332-1560,36.5509199057814,126.773802738401
885,886,초등학교,대흥초등학교,6,24,32450,예산군 대흥면 의좋은형제길 16,332-0100,36.6073429616091,126.78988980564
886,887,초등학교,응봉초등학교,7,33,32447,예산군 응봉면 예당로1504,333-0040,36.6562127104457,126.770005605364
887,888,초등학교,평촌초등학교,7,31,32447,예산군 응봉면 예당로 1211,333-9632,36.6347122637089,126.785803704216
888,889,초등학교,삽교초등학교,7,82,32414,예산군 삽교읍 삽교로 4길 26,337-7173,36.6886022010929,126.743198831725
889,890,초등학교,용동초등학교,6,36,32412,예산군 삽교읍 삽교평야로 193,338-4115,36.7023735823337,126.715609788627
890,891,초등학교,보성초등학교,29,591,32416,예산군 삽교읍 예학로 127,337-2532,36.667264400308,126.680959869811
891,892,초등학교,덕산초등학교,7,93,32406,예산군 덕산면 봉운로 38,337-0204,36.7067480611044,126.669050034016
892,893,초등학교,시량초등학교,7,51,32407,예산군 덕산면 덕산온천로 91, 337-4043,36.6856922388618,126.643402157326
893,894,초등학교,수덕초등학교,6,46,32410,예산군 덕산면 수덕사로 631,337-6070,36.640095105928,126.604565128562
894,895,초등학교,봉산초등학교,6,33,32404,예산군 봉산면 봉산로 369-10,337-1010,36.7489667887517,126.68039799108708
895,896,초등학교,고덕초등학교,6,47,32403,예산군 고덕면 황금뜰로 203,337-8007,36.7476401056731,126.702910544706
896,897,초등학교,구만초등학교,5,15,32402,예산군 고덕면 구만윗뜸길 27 ,337-8438,36.7331528450816,126.732956721431
897,898,초등학교,예덕초등학교,6,32,32401,예산군 고덕면 몽곡상몽길 54,338-8433,36.7782065059765,126.716441124773
898,899,초등학교,신암초등학교,7,43,32418,예산군 신암면 신암남로 285-6,332-9010,36.7328957333976,126.820756561285
899,900,초등학교,조림초등학교,7,46,32420,예산군 신암면 조곡길 100,332-8720,36.7385392179391,126.78522895618
900,901,초등학교,오가초등학교,7,46,32425,예산군 오가면 역말로 89  ,333-0946 ,36.6877022268581,126.793856041511
901,902,초등학교,양신초등학교,7,34,32424,예산군 오가면 내양막길 5,332-6865,36.7063430877969,126.784776907979
902,903,초등학교,태안초등학교,17,328,32142,충남 태안군 태안읍 백화로 49,041-673-2872,36.7591315291399,126.29540621139
903,904,초등학교,송암초등학교,6,50,32150,충남 태안군 태안읍 순환길 130 ,041-674-2982,36.7356310352843,126.300332151516
904,905,초등학교,화동초등학교,13,225,32148,충남 태안군 태안읍 중앙로 321 ,041-674-5951,36.7537800454521,126.320373484174
905,906,초등학교,백화초등학교,30,661,32140,충남 태안군 태안읍 다락미1길 85,041-672-8595,36.7528742917636,126.307687290303
906,907,초등학교,안면초등학교,7,108,32164,충남 태안군 안면읍 장터로 230,041-673-1013 ,36.528008319519,126.347137160559
907,908,초등학교,방포초등학교,5,26,32166,충남 태안군 안면읍 꽃지해안로 519,041-673-4836,36.5068224594958,126.34744906397
908,909,초등학교,안중초등학교,6,26,32167,충남 태안군 안면읍 율포길 31,041-673-5372,36.4739513974666,126.372124794677
