무인교통단속카메라관리번호,시도명,시군구명,도로종류,도로노선번호,도로노선명,도로노선방향,소재지도로명주소,소재지지번주소,위도,경도,설치장소,단속구분,제한속도,단속구간위치구분,과속단속구간길이,보호구역구분,설치연도,관리기관명,관리기관전화번호,데이터기준일자,제공기관코드,제공기관명
G9815,충청남도,천안시 동남구,시도,,용곡2길,1,,충청남도 천안시 동남구 용곡동 337-4,36.79325011,127.1458601,자연어린이집 건너편,1,30,,,2.0,2021.0,충청남도경찰청,041-336-2152,2025-03-28,1320000,경찰청
G9768,충청남도,천안시 서북구,시도,,한들3로,1,,충청남도 천안시 서북구 백석동 1197,36.8292011,127.1236011,해여림유치원 앞,2,30,,,2.0,2021.0,충청남도경찰청,041-336-2152,2025-03-28,1320000,경찰청
G9769,충청남도,천안시 서북구,시도,,직산로,2,,충청남도 천안시 서북구 직산읍 삼은리 94-26,36.88208801,127.154451,키즈월드어린이집 앞,2,30,,,2.0,2021.0,충청남도경찰청,041-336-2152,2025-03-28,1320000,경찰청
G9770,충청남도,천안시 서북구,시도,,위례산길,1,,충청남도 천안시 서북구 입장면 시장리 48-1,36.90211011,127.2239101,자연사랑어린이집 앞,1,30,,,2.0,2021.0,충청남도경찰청,041-336-2152,2025-03-28,1320000,경찰청
G9771,충청남도,천안시 서북구,시도,,위례산길,2,,충청남도 천안시 서북구 입장면 시장리 48-1,36.90222011,127.2240101,자연사랑어린이집 건너편,1,30,,,2.0,2021.0,충청남도경찰청,041-336-2152,2025-03-28,1320000,경찰청
G9772,충청남도,천안시 서북구,시도,,성진로,1,,충청남도 천안시 서북구 입장면 기로리 284-6,36.91229011,127.2410501,지혜어린이집 앞,1,30,,,2.0,2021.0,충청남도경찰청,041-336-2152,2025-03-28,1320000,경찰청
G9773,충청남도,천안시 서북구,시도,,성진로,2,,충청남도 천안시 서북구 입장면 기로리 284-6,36.91243011,127.2411301,지혜어린이집 건너편,1,30,,,2.0,2021.0,충청남도경찰청,041-336-2152,2025-03-28,1320000,경찰청
G9774,충청남도,천안시 서북구,시도,,월봉7길,1,,충청남도 천안시 서북구 쌍용동 1561,36.7935011,127.1178011,엔젤유치원 앞,1,30,,,2.0,2021.0,충청남도경찰청,041-336-2152,2025-03-28,1320000,경찰청
G9775,충청남도,천안시 서북구,시도,,월봉4로,1,,충청남도 천안시 서북구 쌍용동 121-1,36.8016011,127.1153011,쌍용도서관 앞,1,40,,,99.0,2021.0,충청남도경찰청,041-336-2152,2025-03-28,1320000,경찰청
G9776,충청남도,천안시 서북구,시도,,쌍용18길,1,,충청남도 천안시 서북구 쌍용동 1901,36.79928011,127.1202901,좋은유치원 앞,1,30,,,2.0,2021.0,충청남도경찰청,041-336-2152,2025-03-28,1320000,경찰청
G9777,충청남도,천안시 서북구,시도,,쌍용17길,1,,충청남도 천안시 서북구 쌍용동 1278,36.79648011,127.1225101,푸른별유치원 앞,1,30,,,2.0,2021.0,충청남도경찰청,041-336-2152,2025-03-28,1320000,경찰청
G9778,충청남도,천안시 서북구,시도,,쌍용17길,2,,충청남도 천안시 서북구 쌍용동 1278,36.79661011,127.1224301,푸른별유치원 건너편,1,30,,,2.0,2021.0,충청남도경찰청,041-336-2152,2025-03-28,1320000,경찰청
G9779,충청남도,천안시 서북구,시도,,쌍용14길,2,,충청남도 천안시 서북구 쌍용동 456,36.798011,127.1204011,나사렛새꿈학교 앞,1,30,,,2.0,2021.0,충청남도경찰청,041-336-2152,2025-03-28,1320000,경찰청
G9780,충청남도,천안시 서북구,시도,,쌍용11길,1,,충청남도 천안시 서북구 쌍용동 1283,36.8020791,127.1238293,제일어린이집 앞,1,30,,,2.0,2021.0,충청남도경찰청,041-336-2152,2025-03-28,1320000,경찰청
G9781,충청남도,천안시 서북구,시도,,쌍용11길,2,,충청남도 천안시 서북구 쌍용동 1283,36.8022011,127.1226011,제일어린이집 건너편,1,30,,,2.0,2021.0,충청남도경찰청,041-336-2152,2025-03-28,1320000,경찰청
G9782,충청남도,천안시 서북구,시도,,신방로,2,,충청남도 천안시 서북구 성환읍 우신리 115-6,36.92432801,127.117446,사랑유치원 앞,1,30,,,2.0,2021.0,충청남도경찰청,041-336-2152,2025-03-28,1320000,경찰청
G9783,충청남도,천안시 서북구,시도,,신방로,1,,충청남도 천안시 서북구 성환읍 송덕리 57-1,36.92474601,127.115339,사랑유치원 건너편,1,30,,,2.0,2021.0,충청남도경찰청,041-336-2152,2025-03-28,1320000,경찰청
G9784,충청남도,천안시 서북구,시도,,대학로,2,,충청남도 천안시 서북구 성환읍 성월리 산48-10,36.91447201,127.1378501,한별어린이집 앞,1,30,,,2.0,2021.0,충청남도경찰청,041-336-2152,2025-03-28,1320000,경찰청
G9785,충청남도,천안시 서북구,시도,,대학로,1,,충청남도 천안시 서북구 성환읍 성월리 산48-10,36.91477101,127.1380401,한별어린이집 건너편,1,30,,,2.0,2021.0,충청남도경찰청,041-336-2152,2025-03-28,1320000,경찰청
G9786,충청남도,천안시 서북구,시도,,서부대로,1,,충청남도 천안시 서북구 성정동 436-10,36.82448011,127.1350801,미래클유치원 앞,1,30,,,2.0,2021.0,충청남도경찰청,041-336-2152,2025-03-28,1320000,경찰청
G9787,충청남도,천안시 서북구,시도,,서부대로,2,,충청남도 천안시 서북구 성정동 436-10,36.82444011,127.1349301,대한유치원 앞,1,30,,,2.0,2021.0,충청남도경찰청,041-336-2152,2025-03-28,1320000,경찰청
F9008,충청남도,천안시 서북구,시도,,산단로,2,,충청남도 천안시 서북구 차암동 196-1,36.84634697,127.1157559,삼성SDI 동문 앞,2,50,,,99.0,2016.0,충청남도경찰청,041-336-2152,2025-03-28,1320000,경찰청
F9009,충청남도,천안시 서북구,국가지원지방도,23,국지도23호선,1,,충청남도 천안시 서북구 입장면 상장리 115-3,36.914011,127.2304722,상장교차로,2,70,,,99.0,2016.0,충청남도경찰청,041-336-2152,2025-03-28,1320000,경찰청
F9010,충청남도,천안시 서북구,일반국도,1,국도1호선,3,,충청남도 천안시 서북구 성환읍 수향리 431-3,36.94869444,127.1324444,대홍삼거리,2,60,,,99.0,2016.0,충청남도경찰청,041-336-2152,2025-03-28,1320000,경찰청
F9011,충청남도,천안시 동남구,시도,,천안대로,3,,충청남도 천안시 동남구 목천읍 삼성리 124-6,36.75836878,127.1714605,삼성1리 육교앞 3가,2,70,,,99.0,2016.0,충청남도경찰청,041-336-2152,2025-03-28,1320000,경찰청
F9012,충청남도,천안시 동남구,지방도,693,693지방도,2,,충청남도 천안시 동남구 수신면 장산리 852-7,36.75472087,127.295645,(주)오스템 전방 50m지점,1,60,,,99.0,2016.0,충청남도경찰청,041-336-2152,2025-03-28,1320000,경찰청
F9013,충청남도,천안시 동남구,일반국도,1,1번국도,1,충청남도 천안시 동남구 천안대로 683,충청남도 천안시 동남구 원성동 613,36.80891667,127.1645011,유량육교 앞,1,50,,,99.0,2016.0,충청남도경찰청,041-336-2152,2025-03-28,1320000,경찰청
F9014,충청남도,천안시 동남구,일반국도,21,21번국도,1,,충청남도 천안시 동남구 신방동 802-1,36.78507626,127.1149834,동일하이빌아파트 105동 앞,1,70,,,99.0,2016.0,충청남도경찰청,041-336-2152,2025-03-28,1320000,경찰청
H2781,충청남도,천안시 서북구,시도,,공원로,3,,충청남도 천안시 서북구 불당동 1280-1,36.79584701,127.097688,천안호수초등학교 정문,1,30,,,2.0,2021.0,충청남도경찰청,041-336-2152,2025-03-28,1320000,경찰청
H2717,충청남도,천안시 동남구,시도,,봉명2길,2,,충청남도 천안시 동남구 봉명동 62-555,36.80575601,127.135675,천안봉명초등학교 앞,1,30,,,2.0,2021.0,충청남도경찰청,041-336-2152,2025-03-28,1320000,경찰청
H2719,충청남도,천안시 동남구,시도,,봉서4길,1,,충청남도 천안시 동남구 봉명동 477-1,36.81214301,127.131565,천안봉서초등학교 후문 인근,1,30,,,2.0,2021.0,충청남도경찰청,041-336-2152,2025-03-28,1320000,경찰청
H2720,충청남도,천안시 동남구,시도,,봉서10길,1,,충청남도 천안시 동남구 봉명동 419,36.8132011,127.1322011,천안봉서초등학교 정문 앞,1,30,,,2.0,2021.0,충청남도경찰청,041-336-2152,2025-03-28,1320000,경찰청
H2721,충청남도,천안시 동남구,시도,,터미널9길,1,,충청남도 천안시 동남구 신부동 832,36.8241011,127.1604011,천안신부초등학교 앞,1,30,,,2.0,2021.0,충청남도경찰청,041-336-2152,2025-03-28,1320000,경찰청
H2722,충청남도,천안시 동남구,시도,,영성로,2,,충청남도 천안시 동남구 오룡동 160,36.8049011,127.150111,천안중앙초등학교 앞,1,30,,,2.0,2021.0,충청남도경찰청,041-336-2152,2025-03-28,1320000,경찰청
H2723,충청남도,천안시 동남구,시도,,풍세로,1,,충청남도 천안시 동남구 풍세면 풍서리 448-6,36.72593644,127.1191837,풍세초등학교 앞,1,30,,,2.0,2021.0,충청남도경찰청,041-336-2152,2025-03-28,1320000,경찰청
H2724,충청남도,천안시 동남구,시도,,태학산로,2,,충청남도 천안시 동남구 풍세면 용정리 649-1,36.7449011,127.1028011,용정초등학교 앞,1,30,,,2.0,2021.0,충청남도경찰청,041-336-2152,2025-03-28,1320000,경찰청
H2725,충청남도,천안시 동남구,시도,,신사대화로,2,,충청남도 천안시 동남구 성남면 신사리 326-1,36.7424011,127.2362011,신사초등학교 인근,1,30,,,2.0,2021.0,충청남도경찰청,041-336-2152,2025-03-28,1320000,경찰청
H2726,충청남도,천안시 동남구,지방도,57,위례성로,1,,충청남도 천안시 동남구 북면 오곡리 369,36.8246011,127.2731011,위례초등학교 인근,1,30,,,2.0,2021.0,충청남도경찰청,041-336-2152,2025-03-28,1320000,경찰청
H2727,충청남도,천안시 동남구,시도,,새말1길,1,,충청남도 천안시 동남구 신방동 912,36.78812901,127.131071,천안용곡초등학교 인근,2,30,,,2.0,2021.0,충청남도경찰청,041-336-2152,2025-03-28,1320000,경찰청
H2728,충청남도,천안시 동남구,시도,,새말1길,2,,충청남도 천안시 동남구 신방동 40,36.79145801,127.131359,천안신용초등학교 앞,2,30,,,2.0,2021.0,충청남도경찰청,041-336-2152,2025-03-28,1320000,경찰청
H2729,충청남도,천안시 동남구,지방도,693,수신로,2,,충청남도 천안시 동남구 수신면 속창리 134-2,36.73235011,127.283686,수신초등학교 앞,2,30,,,2.0,2021.0,충청남도경찰청,041-336-2152,2025-03-28,1320000,경찰청
H2730,충청남도,천안시 동남구,지방도,57,위례성로,1,,충청남도 천안시 동남구 북면 용암리 421-26,36.78674101,127.2584101,은석초등학교 인근,2,30,,,2.0,2021.0,충청남도경찰청,041-336-2152,2025-03-28,1320000,경찰청
H2731,충청남도,천안시 동남구,시도,,차령고개로,2,,충청남도 천안시 동남구 광덕면 행정리 65-6,36.68783677,127.1576359,행정초등학교 인근,2,30,,,2.0,2021.0,충청남도경찰청,041-336-2152,2025-03-28,1320000,경찰청
H2689,충청남도,천안시 서북구,시도,,두정중9길,2,,충청남도 천안시 서북구 두정동 1830,36.8368011,127.1437011,천안신대초등학교 앞,1,30,,,2.0,2021.0,충청남도경찰청,041-336-2152,2025-03-28,1320000,경찰청
H2690,충청남도,천안시 서북구,시도,,월봉1길,2,,충청남도 천안시 서북구 쌍용동 2071,36.788011,127.1154011,천안쌍정초등학교 인근,1,30,,,2.0,2021.0,충청남도경찰청,041-336-2152,2025-03-28,1320000,경찰청
H2691,충청남도,천안시 서북구,시도,,봉명로,2,,충청남도 천안시 서북구 와촌동 178,36.8065011,127.1452011,천안와촌초등학교 앞,1,30,,,2.0,2021.0,충청남도경찰청,041-336-2152,2025-03-28,1320000,경찰청
H2692,충청남도,천안시 서북구,시도,,성환2로,1,,충청남도 천안시 서북구 성환읍 성환리 372-4,36.9169011,127.1328011,성환초등학교 앞,1,30,,,2.0,2021.0,충청남도경찰청,041-336-2152,2025-03-28,1320000,경찰청
H2693,충청남도,천안시 서북구,시도,,성환12길,2,,충청남도 천안시 서북구 성환읍 성환리 449-5,36.9175011,127.1289011,성신초등학교 앞,1,30,,,2.0,2021.0,충청남도경찰청,041-336-2152,2025-03-28,1320000,경찰청
H2694,충청남도,천안시 서북구,지방도,70,연암로,1,,충청남도 천안시 서북구 성환읍 도하리 596-1,36.9486011,127.1662011,도하초등학교 앞,1,30,,,2.0,2021.0,충청남도경찰청,041-336-2152,2025-03-28,1320000,경찰청
H2695,충청남도,천안시 서북구,시도,,성거길,1,,충청남도 천안시 서북구 성거읍 천흥리 434,36.8717011,127.2016011,성거초등학교 앞,1,30,,,2.0,2021.0,충청남도경찰청,041-336-2152,2025-03-28,1320000,경찰청
H2696,충청남도,천안시 서북구,시도,,한들2로,2,,충청남도 천안시 서북구 백석동 105,36.82799501,127.122902,환서초등학교 앞,1,30,,,2.0,2021.0,충청남도경찰청,041-336-2152,2025-03-28,1320000,경찰청
H2698,충청남도,천안시 서북구,시도,,두정역서1길,1,,충청남도 천안시 서북구 두정동 1634,36.83553011,127.1469801,천안두정초등학교 앞,1,30,,,2.0,2021.0,충청남도경찰청,041-336-2152,2025-03-28,1320000,경찰청
H2699,충청남도,천안시 서북구,시도,,두정역서1길,2,,충청남도 천안시 서북구 두정동 1634,36.83548011,127.1468801,천안두정초등학교 건너편,1,30,,,2.0,2021.0,충청남도경찰청,041-336-2152,2025-03-28,1320000,경찰청
H2700,충청남도,천안시 서북구,시도,,서부3길,1,,충청남도 천안시 서북구 성정동757,36.82401201,127.140481,천안서초등학교 앞 정문 인근,1,30,,,2.0,2021.0,충청남도경찰청,041-336-2152,2025-03-28,1320000,경찰청
H2702,충청남도,천안시 서북구,시도,,수곡로,2,,충청남도 천안시 서북구 쌍용동 440-27,36.78999701,127.123615,천안수곡초등학교 앞,1,30,,,2.0,2021.0,충청남도경찰청,041-336-2152,2025-03-28,1320000,경찰청
H2704,충청남도,천안시 서북구,시도,,미라2길,1,,충청남도 천안시 서북구 쌍용동 1231,36.80155401,127.129194,천안미라초등학교 건너편,1,30,,,2.0,2021.0,충청남도경찰청,041-336-2152,2025-03-28,1320000,경찰청
H2705,충청남도,천안시 서북구,시도,,양당로,1,,충청남도 천안시 서북구 직산읍  양당리 311-7,36.87679301,127.115431,양당초등학교 앞,1,30,,,2.0,2021.0,충청남도경찰청,041-336-2152,2025-03-28,1320000,경찰청
H2707,충청남도,천안시 서북구,시도,,성진로,2,,충청남도 천안시 서북구 입장면 하장리 23-13,36.91543401,127.225614,양대초등학교 건너편,1,30,,,2.0,2021.0,충청남도경찰청,041-336-2152,2025-03-28,1320000,경찰청
H2708,충청남도,천안시 서북구,시도,,복모3길,2,,충청남도 천안시 서북구 성환읍 신가리 386-47,36.95136401,127.114539,신가초등학교 건너편,1,30,,,2.0,2021.0,충청남도경찰청,041-336-2152,2025-03-28,1320000,경찰청
H2709,충청남도,천안시 동남구,시도,,단대로,2,,충청남도 천안시 동남구 신부동 298-94,36.82577301,127.154524,천안희망초등학교 건너편,1,30,,,2.0,2021.0,충청남도경찰청,041-336-2152,2025-03-28,1320000,경찰청
H2710,충청남도,천안시 동남구,시도,,신촌로,1,,충청남도 천안시 동남구 신방동 768-1,36.78695101,127.124013,천안신촌초등학교 앞,1,30,,,2.0,2021.0,충청남도경찰청,041-336-2152,2025-03-28,1320000,경찰청
H2711,충청남도,천안시 동남구,시도,,청당5로,2,,충청남도 천안시 동남구 청당동 126-5,36.77924801,127.152287,천안청당초등학교 앞,1,30,,,2.0,2021.0,충청남도경찰청,041-336-2152,2025-03-28,1320000,경찰청
H2712,충청남도,천안시 동남구,시도,,풍세로,2,,충청남도 천안시 동남구 용곡동 584,36.78095101,127.140401,천안청룡초등학교 앞,1,30,,,2.0,2021.0,충청남도경찰청,041-336-2152,2025-03-28,1320000,경찰청
H2713,충청남도,천안시 동남구,시도,,용곡2길,1,,충청남도 천안시 동남구 용곡동 217-2,36.78882201,127.136224,천안용소초등학교 앞,1,30,,,2.0,2021.0,충청남도경찰청,041-336-2152,2025-03-28,1320000,경찰청
H2715,충청남도,천안시 동남구,시도,,신계5길,1,,충청남도 천안시 동남구 목천읍 신계리 105-9,36.77355801,127.2155011,신흥초등학교 건너편,1,30,,,2.0,2021.0,충청남도경찰청,041-336-2152,2025-03-28,1320000,경찰청
H2716,충청남도,천안시 동남구,시도,,동산1길,2,,충청남도 천안시 동남구 동면 동산리 604,36.77778201,127.348771,천동초등학교 건너편,1,30,,,2.0,2021.0,충청남도경찰청,041-336-2152,2025-03-28,1320000,경찰청
H2681,충청남도,천안시 서북구,시도,,광장로,2,,충청남도 천안시 서북구 불당동 1288,36.79515501,127.097867,천안호수초등학교 앞 교차로,2,30,,,2.0,2021.0,충청남도경찰청,041-336-2152,2025-03-28,1320000,경찰청
H2684,충청남도,천안시 서북구,시도,,월봉4로,2,,충청남도 천안시 서북구 쌍용동 1549,36.79748701,127.116058,천안월봉초등학교 앞,2,30,,,2.0,2021.0,충청남도경찰청,041-336-2152,2025-03-28,1320000,경찰청
H2686,충청남도,천안시 서북구,지방도,70,연암로,2,,충청남도 천안시 서북구 성환읍 수향리 258-15,36.94901701,127.146388,대홍초등학교 앞,2,30,,,2.0,2021.0,충청남도경찰청,041-336-2152,2025-03-28,1320000,경찰청
H2687,충청남도,천안시 서북구,시도,,신방로,1,,충청남도 천안시 서북구 성환읍 왕림리 93-4,36.92843601,127.087293,신방초등학교 건너편,2,30,,,2.0,2021.0,충청남도경찰청,041-336-2152,2025-03-28,1320000,경찰청
H2688,충청남도,천안시 서북구,시도,,부성1길,1,,충청남도 천안시 서북구 두정동 1786,36.8353011,127.1359011,천안부성초등학교 앞,1,30,,,2.0,2021.0,충청남도경찰청,041-336-2152,2025-03-28,1320000,경찰청
H2968,충청남도,천안시 동남구,시도,,청당산업길,2,,충청남도 천안시 동남구 구룡동 177-17,36.76658301,127.158056,천안시 동남구 용평사거리,2,50,,,99.0,2021.0,충청남도경찰청,041-336-2152,2025-03-28,1320000,경찰청
H2969,충청남도,천안시 서북구,시도,,광장로,2,,충청남도 천안시 서북구 불당동 457-7,36.80136101,127.111222,천안시 서북구 불당동 457-7,2,50,,,99.0,2021.0,충청남도경찰청,041-336-2152,2025-03-28,1320000,경찰청
H3222,충청남도,천안시 서북구,시도,,불당11로,3,,충청남도 천안시 서북구 불당동 788,36.80333501,127.114666,천안서당초등학교 건너편,2,30,,,2.0,2021.0,충청남도경찰청,041-336-2152,2025-03-28,1320000,경찰청
천안서북-F0030,충청남도,천안시 서북구,시도,,봉정로,3,충청남도 천안시 서북구 봉정로 353,충청남도 천안시 서북구 두정동 525-1,36.83534412,127.144458,봉정로(8단지),4,0,,,,2015.0,충청남도 천안시 서북구청,041-521-6420,2023-07-01,4490000,충청남도 천안시
천안서북-F0017,충청남도,천안시 서북구,시도,,쌍용11길,3,충청남도 천안시 서북구 쌍용11길58,충청남도 천안시 서북구 쌍용동 1284,36.80249201,127.1264335,주공7단지,4,0,,,2.0,2013.0,충청남도 천안시 서북구청,041-521-6420,2023-07-01,4490000,충청남도 천안시
천안서북-F0018,충청남도,천안시 서북구,시도,,성정두정로91,3,충청남도 천안시 서북구 성정두정로91,충청남도 천안시 서북구 두정동 1273,36.83373731,127.1415723,"두정로,성정두정로",4,0,,,,2013.0,충청남도 천안시 서북구청,041-521-6420,2023-07-01,4490000,충청남도 천안시
천안서북-F0019,충청남도,천안시 서북구,시도,,새말2길,3,충청남도 천안시 서북구 새말2길5,충청남도 천안시 서북구 쌍용동 199,36.79581773,127.1293554,쌍용동 국민은행 부근,4,0,,,,2016.0,충청남도 천안시 서북구청,041-521-6420,2023-07-01,4490000,충청남도 천안시
천안서북-F0020,충청남도,천안시 서북구,시도,,쌍용대로,3,충청남도 천안시 동남구 쌍용대로 181,충청남도 천안시 동남구 봉명동 438,36.81373158,127.1341179,쌍용대로.성정로(5단지),4,0,,,,2015.0,충청남도 천안시 서북구청,041-521-6420,2023-07-01,4490000,충청남도 천안시
천안서북-F0021,충청남도,천안시 서북구,시도,,백석4길,3,충청남도 천안시 서북구 백석4길44,충청남도 천안시 서북구 백석동 877,36.8221593,127.1245066,백석종합상가 부근,4,0,,,,2014.0,충청남도 천안시 서북구청,041-521-6420,2023-07-01,4490000,충청남도 천안시
천안서북-F0022,충청남도,천안시 서북구,시도,,오성로,3,충청남도 천안시 서북구 오성로 18,충청남도 천안시 서북구 두정동 604,36.83012421,127.1292364,두정동 명성교회 부근,4,0,,,2.0,2016.0,충청남도 천안시 서북구청,041-521-6420,2023-07-01,4490000,충청남도 천안시
천안서북-F0023,충청남도,천안시 서북구,시도,,봉주로,3,충청남도 천안시 서북구 직산읍 봉주로52,충청남도 천안시 서북구 직산읍 삼은리 438-1,36.87696254,127.1524188,서북구청 삼거리,4,0,,,,2016.0,충청남도 천안시 서북구청,041-521-6420,2023-07-01,4490000,충청남도 천안시
천안서북-F0024,충청남도,천안시 서북구,시도,,두정로,3,충청남도 천안시 서북구 두정로 147,충청남도 천안시 서북구 두정동 985,36.83461537,127.1346453,"서부대로, 두정로(SC)",4,0,,,,2015.0,충청남도 천안시 서북구청,041-521-6420,2023-07-01,4490000,충청남도 천안시
천안서북-F0025,충청남도,천안시 서북구,시도,,불당17길,3,충청남도 천안시 서북구 불당17길14,충청남도 천안시 서북구 불당동 757,36.80910421,127.1102874,"봉서산로,불당4로",4,0,,,2.0,2019.0,충청남도 천안시 서북구청,041-521-6420,2023-07-01,4490000,충청남도 천안시
천안서북-F0026,충청남도,천안시 서북구,시도,,서부대로,3,충청남도 천안시 서북구 서부대로 427,충청남도 천안시 서북구 쌍용동 274-2,36.80578994,127.1276177,서부대로(모미지),4,0,,,,2016.0,충청남도 천안시 서북구청,041-521-6420,2023-07-01,4490000,충청남도 천안시
천안서북-F0027,충청남도,천안시 서북구,시도,,충무로,3,충청남도 천안시 서북구 충무로 158-10,충청남도 천안시 서북구 쌍용동 1363-1,36.79210124,127.125162,충무로(해누리선경),4,0,,,,2015.0,충청남도 천안시 서북구청,041-521-6420,2023-07-01,4490000,충청남도 천안시
천안서북-F0028,충청남도,천안시 서북구,시도,,순천향6길,3,충청남도 천안시 동남구 순천향6길 2,충청남도 천안시 동남구 쌍용동 553-1,36.80242655,127.1322727,미라초등학교 주변,4,0,,,2.0,2019.0,충청남도 천안시 서북구청,041-521-6420,2023-07-01,4490000,충청남도 천안시
천안서북-F0029,충청남도,천안시 서북구,시도,,서부대로,3,충청남도 천안시 서북구 서부대로 769,충청남도 천안시 서북구 두정동 990,36.83561954,127.133939,서부대로(한성필하우스),4,0,,,,2015.0,충청남도 천안시 서북구청,041-521-6420,2023-07-01,4490000,충청남도 천안시
H3527,충청남도,천안시 서북구,일반국도,1,천안대로,1,,충청남도 천안시 서북구 직산읍 삼은리 574,36.87651551,127.1466978,직산역 사거리,2,60,,,99.0,2021.0,충청남도경찰청,041-336-2152,2025-03-28,1320000,경찰청
H3528,충청남도,천안시 서북구,시도,,번영로,1,,충청남도 천안시 서북구 성성동 367-23,36.8443894,127.1219679,성성2교차로,2,60,,,99.0,2021.0,충청남도경찰청,041-336-2152,2025-03-28,1320000,경찰청
H3529,충청남도,천안시 서북구,시도,,음봉로,2,,충청남도 천안시 서북구 백석동 589-5,36.82496985,127.1024897,불당현대주유소 사거리,2,50,,,99.0,2021.0,충청남도경찰청,041-336-2152,2025-03-28,1320000,경찰청
H3530,충청남도,천안시 동남구,일반국도,1,천안대로,1,,충청남도 천안시 동남구 원성동 643-1,36.8016152,127.164218,고재사거리,2,50,,,99.0,2021.0,충청남도경찰청,041-336-2152,2025-03-28,1320000,경찰청
H3531,충청남도,천안시 동남구,일반국도,21,남부대로,1,,충청남도 천안시 동남구 용곡동 494-10,36.78565196,127.1342524,용곡교앞,1,50,,,99.0,2021.0,충청남도경찰청,041-336-2152,2025-03-28,1320000,경찰청
H3532,충청남도,천안시 서북구,지방도,23,망향로,1,,충청남도 천안시 서북구 입장면 하장리 370,36.90787318,127.2271748,홍천교차로,1,70,,,99.0,2021.0,충청남도경찰청,041-336-2152,2025-03-28,1320000,경찰청
H3533,충청남도,천안시 동남구,지방도,629,광풍로,2,,충청남도 천안시 동남구 구룡동 490-12,36.7693502,127.1429696,오일뱅크 앞 삼거리,2,70,,,99.0,2021.0,충청남도경찰청,041-336-2152,2025-03-28,1320000,경찰청
H3534,충청남도,천안시 동남구,시도,,교천지산길,1,,충청남도 천안시 동남구 목천읍 지산리 292-1,36.78830701,127.1940442,지산1리 버스정류장 인근,1,50,,,99.0,2021.0,충청남도경찰청,041-336-2152,2025-03-28,1320000,경찰청
F8273,충청남도,천안시 서북구,일반국도,1,1번 국도,2,,충청남도 천안시 서북구 성환읍 복모리 1-7,36.95618803,127.1298138,안궁기사식당 앞,2,60,,,99.0,2015.0,충청남도경찰청,041-336-2152,2025-03-28,1320000,경찰청
F8275,충청남도,천안시 동남구,기타,,망향로,1,충청남도 천안시 동남구 망향로 189,충청남도 천안시 동남구 안서동 360-2,36.8410115,127.1745996,단대병원삼거리,2,50,,,99.0,2015.0,충청남도경찰청,041-336-2152,2025-03-28,1320000,경찰청
H4236,충청남도,천안시 서북구,시도,,봉명로,2,,충청남도 천안시 서북구 와촌동 76-2,36.80681242,127.1423848,제2봉명교앞 교차로,2,30,,,2.0,2021.0,충청남도경찰청,041-336-2152,2025-03-28,1320000,경찰청
H4237,충청남도,천안시 동남구,시도,,버들로,1,,충청남도 천안시 동남구 원성동 266-27,36.80622829,127.1517726,버들육거리,2,30,,,99.0,2021.0,충청남도경찰청,041-336-2152,2025-03-28,1320000,경찰청
H4477,충청남도,천안시 서북구,시도,,북일로,3,,충청남도 천안시 서북구 두정동 2064,36.83118101,127.1541201,천안두정포레나 정문,2,30,,,99.0,2022.0,충청남도경찰청,041-336-2152,2025-03-28,1320000,경찰청
H5080,충청남도,천안시 동남구,시도,,통정5로,1,,충청남도 천안시 동남구 신방동 1911-1,36.77217701,127.1309101,천안새샘초등학교 앞,2,30,,,2.0,2021.0,충청남도경찰청,041-336-2152,2025-03-28,1320000,경찰청
H5081,충청남도,천안시 동남구,시도,,일봉로,1,,충청남도 천안시 동남구 용곡동 213-2,36.78947011,127.137992,천안용소초등학교 앞,2,30,,,2.0,2021.0,충청남도경찰청,041-336-2152,2025-03-28,1320000,경찰청
H5082,충청남도,천안시 동남구,시도,,충절로,2,,충청남도 천안시 동남구 신계리 318-27,36.76979701,127.202723,신계초등학교 앞,2,30,,,2.0,2021.0,충청남도경찰청,041-336-2152,2025-03-28,1320000,경찰청
H5083,충청남도,천안시 동남구,시도,,신부8길,2,,충청남도 천안시 동남구 신부동 58-30,36.81538401,127.163303,천안신안초등학교 앞,2,30,,,2.0,2021.0,충청남도경찰청,041-336-2152,2025-03-28,1320000,경찰청
H5084,충청남도,천안시 동남구,시도,,성황로,2,,충청남도 천안시 동남구 성황동 36-7,36.81247011,127.150987,천안초등학교 앞,2,30,,,2.0,2021.0,충청남도경찰청,041-336-2152,2025-03-28,1320000,경찰청
H5085,충청남도,천안시 동남구,시도,,중앙로,2,,충청남도 천안시 동남구 영성동 9-25,36.80431401,127.152691,천안남산초등학교 앞,2,30,,,2.0,2021.0,충청남도경찰청,041-336-2152,2025-03-28,1320000,경찰청
H5086,충청남도,천안시 서북구,시도,,불당23로,1,,충청남도 천안시 서북구 불당동 1501,36.81896601,127.103961,천안불무초등학교 앞,2,30,,,2.0,2021.0,충청남도경찰청,041-336-2152,2025-03-28,1320000,경찰청
H5087,충청남도,천안시 동남구,시도,,충절로,2,,충청남도 천안시 동남구 삼룡동 252-37,36.79078501,127.162963,천안삼거리초등학교 앞,2,30,,,2.0,2021.0,충청남도경찰청,041-336-2152,2025-03-28,1320000,경찰청
