연번,구분,학교명,학급수,학생수(명),우편번호,주소,연락처
853,초등학교,장평초등학교,6,28,33367,충남 청양군 장평면 충의로 453,041-942-6260
854,초등학교,미당초등학교,4,7,33362,충남 청양군 장평면 낙지미당로 543-53,041-942-7008
855,초등학교,남양초등학교,7,37,33306,충남 청양군 남양면 구용길 324,041-942-1901
856,초등학교,합천초등학교,6,49,33310,충남 청양군 화성면 무한로 88,041-942-4014
857,초등학교,가남초등학교,7,57,33316,충남 청양군 비봉면 충절로 1962-7,041-942-5006
858,초등학교,홍성초등학교,29,628,32227,충남 홍성군 홍성읍 조양로 43,041-633-5788
859,초등학교,홍주초등학교,7,84,32223,충남 홍성군 홍성읍 조양로 100-10,041-633-0548
860,초등학교,홍남초등학교,32,719,32234,충남 홍성군 홍성읍 홍장북로 434,041-634-0949
861,초등학교,광천초등학교,12,178,32292,충남 홍성군 광천읍 홍남로 705번길 16,041-642-0584
862,초등학교,홍북초등학교,25,475,32260,충남 홍성군 자경로 33,041-632-9027
863,초등학교,용봉초등학교,7,84,32251,충남 홍성군 홍북읍 이응노로 277,041-632-9818
864,초등학교,내포초등학교,51,1257,32272,충남 홍성군 홍북읍 홍학로 38,041-630-7920
865,초등학교,한울초등학교,43,950,32266,충남 홍성군 홍북읍 홍학로 131,041-631-6411
866,초등학교,금마초등학교,7,52,32280,충남 홍성군 금마면 광금북로 484,041-633-7058
867,초등학교,배양초등학교,7,45,32280,충남 홍성군 금마면 금마로 23-24,041-633-7036
868,초등학교,홍동초등학교,9,121,32284,충남 홍성군 홍동면 홍장남로 672번길 59,041-633-3040
869,초등학교,금당초등학교,7,36,32283,충남 홍성군 홍동면 초롱산길 9,041-633-3170
870,초등학교,장곡초등학교,7,33,32298,충남 홍성군 장곡면 도산1길 2,041-642-5006
871,초등학교,은하초등학교,5,16,32210,충남 홍성군 은하면 은하로 220,041-642-4000
872,초등학교,결성초등학교,6,13,32212,충남 홍성군 결성면 홍남서로 738번길 30,041-642-8891
873,초등학교,서부초등학교,7,30,32204,충남 홍성군 서부면 서부로 505,041-632-8020
874,초등학교,신당초등학교,5,19,32206,충남 홍성군 서부면 남당항로 270번길 43,041-632-8150
875,초등학교,갈산초등학교,6,60,32202,충남 홍성군 갈산면 갈산로 135,041-633-7575
876,초등학교,구항초등학교,7,43,32215,충남 홍성군 구항면 구성남로 928,041-631-3297
877,초등학교,대정초등학교,7,30,32214,충남 홍성군 구항면 거북로 20,041-641-0642
878,초등학교,서해삼육초등학교,6,166,32292,충남 홍성군 광천읍 홍남로705번길 23,041-641-2502
879,초등학교,예산초등학교,19,377,32434,예산군 예산읍 아리랑로 205 ,332-6175
880,초등학교,금오초등학교,25,554,32429,예산군 예산읍 역전로 134번길 40,334-2502
881,초등학교,예산중앙초등학교,8,133,32431,예산군 예산읍 주교로 21,967-2700
882,초등학교,신례원초등학교,10,146,32421,예산군 예산읍 신례원로 179,334-3585
883,초등학교,대술초등학교,7,28,32444,예산군 대술면 원농리길 12,333-5009
884,초등학교,신양초등학교,7,32,32453,예산군 신양면 청신로 374,333-7005
885,초등학교,웅산초등학교,7,42,32457,예산군 광시면 예당로 181,332-1560
886,초등학교,대흥초등학교,6,24,32450,예산군 대흥면 의좋은형제길 16,332-0100
887,초등학교,응봉초등학교,7,33,32447,예산군 응봉면 예당로1504,333-0040
888,초등학교,평촌초등학교,7,31,32447,예산군 응봉면 예당로 1211,333-9632
889,초등학교,삽교초등학교,7,82,32414,예산군 삽교읍 삽교로 4길 26,337-7173
890,초등학교,용동초등학교,6,36,32412,예산군 삽교읍 삽교평야로 193,338-4115
891,초등학교,보성초등학교,29,591,32416,예산군 삽교읍 예학로 127,337-2532
892,초등학교,덕산초등학교,7,93,32406,예산군 덕산면 봉운로 38,337-0204
893,초등학교,시량초등학교,7,51,32407,예산군 덕산면 덕산온천로 91, 337-4043
894,초등학교,수덕초등학교,6,46,32410,예산군 덕산면 수덕사로 631,337-6070
895,초등학교,봉산초등학교,6,33,32404,예산군 봉산면 봉산로 369-10,337-1010
896,초등학교,고덕초등학교,6,47,32403,예산군 고덕면 황금뜰로 203,337-8007
897,초등학교,구만초등학교,5,15,32402,예산군 고덕면 구만윗뜸길 27 ,337-8438
898,초등학교,예덕초등학교,6,32,32401,예산군 고덕면 몽곡상몽길 54,338-8433
899,초등학교,신암초등학교,7,43,32418,예산군 신암면 신암남로 285-6,332-9010
900,초등학교,조림초등학교,7,46,32420,예산군 신암면 조곡길 100,332-8720
901,초등학교,오가초등학교,7,46,32425,예산군 오가면 역말로 89  ,333-0946 
902,초등학교,양신초등학교,7,34,32424,예산군 오가면 내양막길 5,332-6865
903,초등학교,태안초등학교,17,328,32142,충남 태안군 태안읍 백화로 49,041-673-2872
904,초등학교,송암초등학교,6,50,32150,충남 태안군 태안읍 순환길 130 ,041-674-2982
905,초등학교,화동초등학교,13,225,32148,충남 태안군 태안읍 중앙로 321 ,041-674-5951
906,초등학교,백화초등학교,30,661,32140,충남 태안군 태안읍 다락미1길 85,041-672-8595
907,초등학교,안면초등학교,7,108,32164,충남 태안군 안면읍 장터로 230,041-673-1013 
908,초등학교,방포초등학교,5,26,32166,충남 태안군 안면읍 꽃지해안로 519,041-673-4836
909,초등학교,안중초등학교,6,26,32167,충남 태안군 안면읍 율포길 31,041-673-5372
910,초등학교,창기초등학교,6,36,32162,충남 태안군 안면읍 황도로 72,041-673-5336
911,초등학교,고남초등학교,6,32,32172,충남 태안군 고남읍 안면대로 4189,041-673-5671
912,초등학교,남면초등학교,7,27,32154,충남 태안군 남면 남면로 125,041-672-2062
913,초등학교,삼성초등학교,6,38,32158,충남 태안군 남면 마검포길 93-1,041-675-4203
914,초등학교,근흥초등학교,5,17,32129,충남 태안군 근흥면 근흥로 716-8,041-673-0007
915,초등학교,안흥초등학교,5,19,32131,충남 태안군 근흥면 죽림길 45,041-674-9322
916,초등학교,안흥초등학교신진도분교장,2,4,32131,충남 태안군 근흥면 신진도길 44-23,041-674-9327
917,초등학교,소원초등학교,6,37,32120,충남 태안군 소원면 은골길 42,041-672-6005
918,초등학교,소원초등학교의항분교장,0,0,32121,충남 태안군 소원면 송의로 691,041-674-9317
919,초등학교,모항초등학교,6,27,32123,충남 태안군 소원면 모항파도로 116,041-672-9046
920,초등학교,시목초등학교,6,47,32118,충남 태안군 소원면 서해로 1147-26,041-674-6809
921,초등학교,원북초등학교,7,56,32109,충남 태안군 원북면 원이로 849-3,041-672-5006
922,초등학교,대기초등학교,7,53,32112,충남 태안군 원북면 대기길 12-21,041-672-5073
923,초등학교,이원초등학교,6,29,32103,충남 태안군 이원면 원이로 1536-31,041-672-8789
924,초등학교,이원초등학교관동분교장,3,8,32101,충남 태안군 이원면 원이로 1956,041-672-8067
925,중학교,천안중학교,22,638,31127,충남 천안시 동남구 충절로 90,041-562-0241
926,중학교,천안북중학교,23,606,31123,충남 천안시 동남구 중앙로 188,041-561-4657
927,중학교,천안여자중학교,25,640,31186,충남 천안시 동남구 원거리11길 31,041-551-2945
928,중학교,천안동중학교,21,641,31070,충남 천안시 동남구 충절로 363-11,041-413-3953
929,중학교,천안성정중학교,32,927,31108,충남 천안시 서북구 성정중2길 40,041-552-0755
930,중학교,천안봉서중학교,20,439,31155,충남 천안시 서북구 미라1길 48,041-571-8352
931,중학교,천안부성중학교,22,531,31080,충남 천안시 서북구 공대길 45-9,041-523-7092
932,중학교,천안쌍용중학교,38,1117,31166,충남 천안시 서북구 쌍용12길 13,041-576-7362
933,중학교,천안두정중학교,31,918,31101,충남 천안시 서북구 두정중1길 26,041-561-6801
934,중학교,천안오성중학교,29,887,31089,충남 천안시 서북구 두정고1길 25,041-522-7205
935,중학교,천안성성중학교,28,879,31100,충남 천안시 서북구 부성1길 83,041-622-3704
936,중학교,천안백석중학교,31,901,31158,충남 천안시 서북구 백석1길 56,041-522-9616
937,중학교,환서중학교,28,823,31098,충남 천안시 서북구 한들3로 50,041-412-7020
938,중학교,천안신방중학교,38,1080,31176,충남 천안시 동남구 신촌4로 46,041-592-1012
939,중학교,천안불당중학교,36,1109,31164,충남 천안시 서북구 불당11로 35,041-558-9522
940,중학교,천안월봉중학교,35,1047,31169,충남 천안시 서북구 광장로 245,041-523-9851
941,중학교,천안용곡중학교,38,1122,31184,충남 천안시 동남구 새말1길 51-14,041-592-0714
942,중학교,천안새샘중학교,31,936,31205,충남 천안시 동남구 통정6로 49,041-592-3092
943,중학교,천안가온중학교,33,920,31198,충남 천안시 동남구 청수6로 83,041-523-4965
944,중학교,천안불무중학교,33,961,31156,충남 천안시 서북구 불당23로 30,041-418-9670
945,중학교,성환중학교,13,294,31017,충남 천안시 서북구 성환읍 성환2로 79,041-581-0381
946,중학교,병천중학교,7,104,31256,충남 천안시 동남구 병천면 충절로 1872,041-561-9676
947,중학교,입장중학교,7,119,31027,충남 천안시 서북구 입장면 연곡길 36,041-585-5021
948,중학교,목천중학교,11,199,31231,충남 천안시 동남구 목천읍 삼방로 145,041-559-1671
949,중학교,천남중학교,3,57,31245,충남 천안시 동남구 성남면 신사대화로 403,041-553-0842
950,중학교,천안계광중학교,18,481,31150,충남 천안시 동남구 봉명로53,041-572-9013
951,중학교,복자여자중학교,16,492,31122,충남 천안시 동남구 복자1길 1,041-551-6003
952,중학교,천성중학교,16,426,31068,충남 천안시 동남구 벌말1길 7,041-555-7451
953,중학교,천안서여자중학교,18,419,31151,충남 천안시 동남구 천안여상로 44,041-574-9333
954,중학교,광풍중학교,10,202,31217,충남 천안시 동남구 풍세면 광풍로 1021-11,041-566-7007
955,중학교,천안동성중학교,13,304,31019,충남 천안시 서북구 성환읍 성환1로 138,041-582-6183
956,중학교,공주중학교,16,324,32536,충남 공주시 왕릉로 111(금성동),041-858-1492
957,중학교,봉황중학교,14,335,32529,충남 공주시 금벽로 301(신관동),041-854-2772
958,중학교,공주여자중학교,20,507,32541,충남 공주시 용당길 54(교동),041-851-1001
959,중학교,유구중학교,7,114,32056,충남 공주시 유구읍 중앙1길 49-10,041-841-2901
960,중학교,탄천중학교,4,22,32609,충남 공주시 탄천면 통산로 168,041-853-5170
961,중학교,정안중학교,3,45,32512,충남 공주시 정안면 정안중앙길 89-6,041-961-6025
962,중학교,우성중학교,6,77,32532,충남 공주시 우성면 구레말길86,041-855-7021
963,중학교,반포중학교,4,53,32621,충남 공주시 반포면 원당1길 28,041-857-3152
964,중학교,사곡중학교,3,33,32523,충남 공주시 사곡면 마곡사로 293-106,041-841-5208
965,중학교,이인중학교,3,22,32607,충남 공주시 이인면 금광로 12-5,041-857-3102
966,중학교,공주영명중학교,6,133,32563,충남 공주시 영명학당2길 33,041-858-0325
967,중학교,공주북중학교,9,214,32546,충남 공주시 제민천1길 113(반죽동),041-854-3962
968,중학교,경천중학교,3,40,32619,충남 공주시 계룡면 어사길2(경천리 423),041-852-4043
969,중학교,공주대학교사범대학부설중학교,7,175,32550,충남 공주시 봉황로 75,041-851-4100
970,중학교,대천중학교,22,515,33475, 충남 보령시 보령남로 23,041-934-2602
971,중학교,대천여자중학교,19,472,33439, 충남 보령시 옥갓티1길 31,041-934-6173
972,중학교,한내여자중학교,17,453,33430, 충남 보령시 옥마로 200,041-936-6992
973,중학교,대천서중학교,4,57,33489, 충남 보령시 대천항로 212,041-931-3482
974,중학교,웅천중학교,4,51,33522,충남 보령시 웅천읍 방축길 87,041-931-8782
975,중학교,보령중학교,4,52,33414,충남 보령시 보령읍성길 87-37,041-932-7008
976,중학교,천북중학교,3,23,33402,충남 보령시 천북면 천광로 107,041-641-9013
977,중학교,청라중학교,7,115,33425,충남 보령시 청라면 대청로 804,041-932-5642
978,중학교,남포중학교,4,30,33497,충남 보령시 남포면 야동2길 24,041-933-0219
979,중학교,주산중학교,2,9,33517,충남 보령시 주산면 만세운동길 58,041-928-8220
980,중학교,미산중학교,4,34,33512,충남 보령시 미산면 판미로 1462-7,041-933-4022
981,중학교,대명중학교,15,342,33430,충남 보령시 한내로 155,041-932-3031
982,중학교,온양중학교,32,852,31571,충남 아산시 온중로 48,041-536-4455
983,중학교,온양용화중학교,35,948,31574,충남 아산시 어의정로 101,041-548-6500
984,중학교,온양여자중학교,33,943,31577,충남 아산시 온여고길 21번길 22,041-544-3162
985,중학교,온양신정중학교,31,697,31502,충남 아산시 온천대로 1333번길 31,041-547-3072
986,중학교,송남중학교,10,187,31557,충남 아산시 송악면 송악로 714번길 37,041-541-8022
987,중학교,아산배방중학교,34,911,31496,충남 아산시 배방읍 배방로 216,041-536-7100
988,중학교,설화중학교,32,887,31469,충남 아산시 배방읍 연화로 56,041-534-7484
989,중학교,모산중학교,41,1182,31479,충남 아산시 배방읍 배방로 90,041-620-2102
990,중학교,탕정중학교,49,1447,31457,충남 아산시 탕정면로 53-40,041-541-4763
991,중학교,한들물빛중학교,28,801,31465,충남 아산시 탕정면 한들물빛3로 35,041-423-3300
992,중학교,음봉중학교,30,606,31417,충남 아산시 음봉면 음봉로 505,041-541-4924
993,중학교,아산테크노중학교,23,498,31406,충남 아산시 둔포면 아산밸리북로 32,041-427-5002
994,중학교,영인중학교,4,54,31442,충남 아산시 영인면 아산온천로3번길 17,041-542-5005
995,중학교,인주중학교,5,83,31434,충남 아산시 인주면 영인산로 85,041-570-5900
996,중학교,선도중학교,3,24,31546,충남 아산시 선장면 서부남로 21,041-542-0854
997,중학교,도고중학교,3,33,31552,충남 아산시 도고면 도고산로 573,041-544-7601
998,중학교,신창중학교,17,349,31535,충남 아산시 신창면 서부남로667번길 70,041-542-1139
999,중학교,아산중학교,27,810,31511,충남 아산시 번영로115번길 21,041-545-3173
1000,중학교,온양한올중학교,24,733,31519,충남 아산시 청운로 158 ,041-544-8166
1001,중학교,둔포중학교,10,209,31405,충남 아산시 둔포면 둔포중앙로161번길 26-13,041-531-2252
1002,중학교,서산중학교,33,848,31999,충남 서산시 덕지천로 90,041-664-5573
1003,중학교,서산여자중학교,30,827,32003,충남 서산시 정주골 6길 11,041-669-1977
1004,중학교,서산석림중학교,23,599,32002,충남 서산시 동서2로 8,041-667-8126
1005,중학교,서산부춘중학교,19,470,31972,충남 서산시 부춘2로 42(읍내동),041-667-0127
1006,중학교,서령중학교,18,510,31965,충남 서산시 서령로 117(동문동),041-664-5101
1007,중학교,해미중학교,9,176,31960,충남 서산시 해미면 남문2로 93,041-688-5812
1008,중학교,부석중학교,3,53,32019,충남 서산시 부석면 무학로 1034 ,041-669-0292
1009,중학교,서산명지중학교,3,42,31907,충남 서산시 대산읍 명지1로 15 ,041-668-7442
1010,중학교,성연중학교,21,508,31930,충남 서산시 성연면 성연로 210-4,041-662-8050
1011,중학교,고북중학교,3,58,32027,충남 서산시 고북면 고북1로 320-1,041-664-8742
1012,중학교,음암중학교,7,147,31936,충남 서산시 음암면 칠거리로 147,041-669-6042
1013,중학교,인지중학교,9,164,32015,충남 서산시 인지면 무학로 1654-9,041-669-1141
1014,중학교,대철중학교,7,96,31945,충남 서산시 운산면 해운로 1111,041-669-2861
1015,중학교,대산중학교,10,175,31909,충남 서산시 대산읍 충의로 1856,041-669-1791
1016,중학교,팔봉중학교,7,155,31925,충남 서산시 팔봉면 팔봉2로 133,041-662-6006
1017,중학교,서일중학교,9,251,31919,충남 서산시 지곡면 화천3길 56 ,041-669-1083
1018,중학교,논산중학교,16,338,32954,논산시 시민로397번길 28(부창동),041-735-2834
1019,중학교,논산여자중학교,23,509,32978,논산시 중앙로347번길 21,041-735-2751
1020,중학교,강경중학교,6,88,32940,논산시 강경읍 계백로 28,041-745-1603
1021,중학교,강경여자중학교,7,117,32938,논산시 강경읍 계백로 200,041-745-1942
1022,중학교,연무중학교,7,139,33007,논산시 연무읍 연무로 160번길 26-2,041-742-0541
1023,중학교,노성중학교,5,72,32903,논산시 노성면 노성로 602-5,041-736-0348
1024,중학교,연산중학교,7,101,32913,논산시 연산면 청동로 113-14,041-733-6756
1025,중학교,광석중학교,5,44,32924,논산시 광석면 광석로 56-3,041-732-9282
1026,중학교,가야곡중학교,4,13,33019,논산시 가야곡면 덕은로 160,041-741-1601
1027,중학교,논산대건중학교,11,298,32906,논산시 논산대로 119,041-735-1966
1028,중학교,기민중학교,10,255,32994,논산시 관촉로 113-19(지산동),041-733-2852~3
1029,중학교,쌘뽈여자중학교,12,308,32954,논산시 시민로 411,041-735-2508
1030,중학교,연무여자중학교,6,131,33009,논산시 연무읍 동안로 887번길 5,041-741-5675
1031,중학교,건양대학교병설건양중학교,5,88,33022,논산시 양촌면 황산벌로 486-21,041-741-2102
1032,중학교,용남중학교,23,636,32801,계룡시 신도안면 신도안2길 66,042-551-1502
1033,중학교,엄사중학교,22,532,32815,계룡시 엄사면 번영11길3,042-841-9675
1034,중학교,계룡중학교,28,666,32828,계룡시 서금암 5길 17,042-840-5092
1035,중학교,당진중학교,38,1041,31784,충남 당진시 운학길 41,041-430-2002
1036,중학교,당진중학교대호지분교장,3,10,31798,충남 당진시 대호지면 4.4만세로 75-22,041-352-2556
1037,중학교,원당중학교,38,1034,31771,충남 당진시 밤절로 72-34,041-358-2363
1038,중학교,수청중학교,15,322,31817,충남 당진시 수청3로 42,041-430-8791
1039,중학교,합덕중학교,4,62,31809,충남 당진시 합덕읍 면천로 1601,041-362-2791
1040,중학교,합덕여자중학교,4,55,31809,충남 당진시 합덕읍 면천로 1583,041-362-8764
1041,중학교,면천중학교,4,35,31804,충남 당진시 면천면 면천서문1길 35,041-356-3086
1042,중학교,순성중학교,3,53,31757,충남 당진시 순성면 틀모시로 146,041-353-5367
1043,중학교,송산중학교,11,210,31714,충남 당진시 송산면 도문로 48,041-353-7227
1044,중학교,고대중학교,4,55,31792,충남 당진시 고대면 고대로 215,041-353-8640
1045,중학교,호서중학교,19,555,31771,충남 당진시 밤절로 2-31,041-352-2521
1046,중학교,서야중학교,6,117,31814,충남 당진시 합덕읍 덕평로 335-1,041-363-0713
1047,중학교,석문중학교,6,97,31706,충남 당진시 석문면 대호로 1533-6,041-353-0792
1048,중학교,신평중학교,24,647,31746,충남 당진시 신평면 솔안말길 61-40,041-360-5107
1049,중학교,송악중학교,34,912,31732,충남 당진시 송악읍 송악로 165,041-351-2310
1050,중학교,금산중학교,12,272,32734,충남 금산군 금산읍 탑선길 5,041-753-7152
1051,중학교,금산동중학교,13,291,32742,충남 금산군 금산읍 용머리길 25,041-753-7103
1052,중학교,금산여자중학교,12,276,32737,충남 금산군 금산읍 인삼로11,041-753-6144
1053,중학교,제원중학교,4,47,32723,충남 금산군 제원면 금강로 61,041-753-7321
1054,중학교,부리중학교,4,34,32757,충남 금산군 부리면 말골길 57,041-753-7530~1
1055,중학교,진산중학교,4,39,32704,충남 금산군 진산면 대둔산로 413,041-753-7367
1056,중학교,복수중학교,3,21,32701,충남 금산군 복수면 복수로 333,041-753-7063
1057,중학교,추부중학교,8,112,32714,충남 금산군 추부면 마전2길 21,041-753-7003
1058,중학교,부여중학교,13,312,33155,충남 부여군 부여읍 석탑로 14,041-832-3884
1059,중학교,부여여자중학교,11,251,33133,충남 부여군 부여읍 월함로 34,041-836-0441
1060,중학교,홍산중학교,3,49,33200,충남 부여군 홍산면 홍산로 112-25,041-836-1086
1061,중학교,임천중학교,3,32,33220,충남 부여군 임천면 성흥로 210,041-833-2086
1062,중학교,은산중학교,4,45,33113,충남 부여군 은산면 충의로 729 ,041-832-1066
1063,중학교,석성중학교,4,57,33176,충남 부여군 석성면 증산로 7,041-836-6086
1064,중학교,세도중학교,3,25,33229,충남 부여군 세도면 부흥로 564-4,041-833-0085
1065,중학교,양화중학교,3,10,33215,충남 부여군 양화면 충절로 267-6,041-834-6082
1066,중학교,백제중학교,12,263,33121,충남 부여군 규암면 흥수로 759,041-836-3201
1067,중학교,외산중학교,3,32,33103,충남 부여군 외산면 외산로 55-14,041-836-5285
1068,중학교,용강중학교,4,38,33191,충남 부여군 구룡면 성충로 1429,041-832-2085
1069,중학교,장항중학교,10,246,33673,충남 서천군 장항읍 장서로 16번길 79,041-956-0756
1070,중학교,서천중학교,10,191,33646,충남 서천군 서천읍 충절로 97,041-953-0104
1071,중학교,서천여자중학교,7,137,33638,충남 서천군 서천읍 군청로 84,041-950-7070
1072,중학교,한산중학교,4,18,33624,충남 서천군 한산면 한마로 130번길 31,041-951-0085
1073,중학교,비인중학교,4,13,33608,충남 서천군 비인면 비인로 142,041-952-8082
1074,중학교,서면중학교,4,46,33602,충남 서천군 서면 서인로 777번길 3,041-951-7537
1075,중학교,서림여자중학교,3,68,33636,충남 서천군 서천읍 화금서길 45,041-953-0176
1076,중학교,동강중학교,5,91,33628,충남 서천군 기산면 충절로 624,041-953-4395
1077,중학교,판교중학교,4,45,33615,충남 서천군 판교면 종판로887번길,041-951-5514
1078,중학교,청양중학교,14,277,33339,충남 청양군 청양읍 칠갑산로179,041-944-1194
1079,중학교,정산중학교,7,147,33354,충남 청양군 정산면 역말길 42,041-942-0189
1080,중학교,화성중학교,3,15,33301,충남 청양군 화성면 무한로 226-15,041-943-4571
1081,중학교,청신여자중학교,3,43,33303,충남 청양군 청양읍 학사길 5-101,041-943-2760
1082,중학교,동영중학교,3,11,33309,충남 청양군 남양면 금천길 70-36,041-942-1715
1083,중학교,홍성중학교,14,288,32232,충남 홍성군 홍성읍 충절로 994,041-632-2624
1084,중학교,홍성여자중학교,23,541,32216,충남 홍성군 홍성읍 도청대로 29-21,041-632-2629
1085,중학교,광천중학교,7,134,32292,충남 홍성군 광천읍 광천로 396-34,041-641-0553
1086,중학교,내포중학교,30,855,32264,충남 홍성군 홍북읍 홍학로 41,041-640-1421
1087,중학교,갈산중학교,4,38,32202,충남 홍성군 갈산면 상촌로 9번길 39,041-634-5304
1088,중학교,홍동중학교,7,104,32283,충남 홍성군 홍동면 광금남로 735,041-631-8072
1089,중학교,홍성서부중학교,4,33,32204,충남 홍성군 서부면 서부로 411,041-632-8771
1090,중학교,금마중학교,4,52,32280,충남 홍성군 금마면 철마산길 182,041-633-7529
1091,중학교,홍주중학교,13,277,32238,충남 홍성군 홍성읍 문화로 78,041-632-4425
1092,중학교,서해삼육중학교,3,88,32292,충남 홍성군 광천읍 홍남로 705번길 23,041-641-0938
1093,중학교,예산중학교,19,450,32441, 예산군 예산읍 예중길 40,331-2892
1094,중학교,예산여자중학교,15,356,32423,예산군 예산읍 벚꽃로 197-17,334-2491
1095,중학교,대술중학교,3,23,32444,예산군 대술면 대술로 135-7,333-5006
1096,중학교,삽교중학교,5,75,32414,예산군 삽교읍 삽교로 173,337-2873
1097,중학교,덕산중학교,30,773,32416,예산군 삽교읍 예학로 128,337-9668
1098,중학교,고덕중학교,5,80,32403,예산군 고덕면 예덕로 546,338-3913
1099,중학교,신암중학교,4,31,32419,예산군 신암면 신암남로 413,332-9107
1100,중학교,신양중학교,4,58,32453,예산군 신양면 청신로 402,333-7032
1101,중학교,광시중학교,3,18,32457,예산군 광시면 광시소길 24,332-1556
1102,중학교,대흥중학교,6,138,32450,예산군 대흥면 예당로 845,332-0013
1103,중학교,임성중학교,3,43,32425,예산군 오가면 윤봉길로 1983-32,335-6922
1104,중학교,태안중학교,17,378,32141,충남 태안군 태안읍 중앙로 115,041-674-5323
1105,중학교,태안여자중학교,14,334,32140,충남 태안군 태안읍 다락미4길 27,041-673-2376
1106,중학교,안면중학교,7,122,32166,충남 태안군 안면읍 조운막터길 43,041-674-3092
1107,중학교,창기중학교,0,0,32162,충남 태안군 안면읍 황도로3-16,041-673-3191
1108,중학교,남면중학교,4,35,32154,충남 태안군 남면 남면로 125,041-672-3512
1109,중학교,근흥중학교,3,26,32129,충남 태안군 근흥면 근흥로 690,041-673-0369
1110,중학교,만리포중학교,4,18,32120,충남 태안군 소원면 소근로 63-12,041-672-6537
1111,중학교,원이중학교,8,156,32110,충남 태안군 원북면 마산길 180,041-672-5040
1112,고등학교,천안제일고등학교,24,461,31127,충남 천안시 동남구 버들로 71 (원성동),041-902-6900
1113,고등학교,천안공업고등학교,45,960,31123,충남 천안시 동남구 성황5길 17 (성황동),041-558-9801
1114,고등학교,천안중앙고등학교,39,1319,31126,충남 천안시 동남구 충절로91,041-567-7910
1115,고등학교,천안여자고등학교,35,976,31073,충남 천안시 동남구 삼룡3길 30(삼룡동),041-559-9300
1116,고등학교,병천고등학교,19,421,31256,충남 천안시 동남구 병천면 충절로 1872,041-561-9671
1117,고등학교,성환고등학교,17,353,31008,충남 천안시 서북구 성환읍 신방로 354 ,041-588-2001
1118,고등학교,목천고등학교,14,279,31231,충남 천안시 동남구 목천읍 삼방로 145,041-559-1616
1119,고등학교,충남예술고등학교,16,414,31044,충남 천안시 서북구 성거읍 천흥2길 42,041-555-8001
1120,고등학교,천안두정고등학교,44,1400,31089,충남 천안시 서북구 두정고2길 13,041-522-7371
1121,고등학교,천안월봉고등학교,41,1289,31164,충남 천안시 서북구 불당 11로 51,041-622-5194
1122,고등학교,천안쌍용고등학교,43,1369,31179,충남 천안시 서북구 월봉7길 10,041-592-5313
1123,고등학교,천안신당고등학교,32,961,31083,충남 천안시 서북구 신당새터 2길 36,041-523-4822
1124,고등학교,천안오성고등학교,40,1290,31079,충남 천안시 서북구 과수원길 27,041-558-3702
1125,고등학교,천안업성고등학교,36,979,31076,충남 천안시 서북구 업성3길 65-11,041-587-7903
1126,고등학교,천안청수고등학교,40,1228,31194,충남 천안시 동남구 청수로 82-46,041-590-7100
1127,고등학교,천안불당고등학교,40,1280,31156,충남 천안시 서북구 불당29길 22,041-622-9571
1128,고등학교,천안고등학교,32,1061,31150,충남 천안시 동남구 봉명로 53,041-412-5000
1129,고등학교,천안상업고등학교,36,836,31081,충남 천안시 서북구 천일고1길 43-9(신당동),041-551-6512
1130,고등학교,복자여자고등학교,24,612,31122,충남 천안시 동남구 복자1길 1(성황동),041-551-6001
1131,고등학교,천안여자상업고등학교,31,698,31151,충남 천안시 동남구 천안여상로 44(봉명동 216-1),041-576-6363
1132,고등학교,북일고등학교,35,970,31115,충남 천안시 동남구 단대로 69,041-520-8600
1133,고등학교,북일여자고등학교,24,686,31115,충남 천안시 동남구 단대로71,041-520-8707
1134,고등학교,한마음고등학교,3,12,31261,충남 천안시 동남구 동면 장송1길 47-24,041-567-5525
1135,고등학교,공주대학교사범대학부설고등학교,19,461,32550,충남 공주시 봉황로 75,041-851-4001
1136,고등학교,공주생명과학고등학교,19,261,32529,충남 공주시 금벽로 317(신관동 495-3),041-858-3503
1137,고등학교,공주고등학교,25,503,32564,충남 공주시 공주고담길 2,041-855-1705
1138,고등학교,공주여자고등학교,22,426,32602,충남 공주시 공주여고길 14-1(금학동) ,041-855-1223
1139,고등학교,충남과학고등학교,12,200,32620,충남 공주시 반포면 금벽로 1351-15,041-852-1427
1140,고등학교,공주마이스터고등학교,12,186,32506,충남 공주시 유구읍 중앙1길 27-12,041-841-2702
1141,고등학교,공주영명고등학교,18,351,32563,충남 공주시 중동 영명학당2길 33,041-854-3382
1142,고등학교,공주정보고등학교,12,190,32589,충남 공주시 마근동길 29 ,041-856-1672
1143,고등학교,공주금성여자고등학교,21,415,32542,충남 공주시 무령로 103,041-854-6811
1144,고등학교,한일고등학교,15,380,32511,충남 공주시 정안면 어물길 81 ,041-840-6000
1145,고등학교,대천고등학교,22,490,33441,충남 보령시 대고로 58,041-931-4362
1146,고등학교,대천여자고등학교,24,488,33451,충남 보령시 중앙로 264,041-934-2416
1147,고등학교,대천여자상업고등학교,15,268,33492,충남 보령시 여상길 60 (내향동 502),041-931-6851
1148,고등학교,충남해양과학고등학교,12,228,33489,충남 보령시 대천항로 212,041-931-3472
1149,고등학교,웅천고등학교,9,176,33522,충남 보령시 웅천읍 방축길 87,041-931-7463
1150,고등학교,주산산업고등학교,14,189,33517,충남 보령시 주산면 만세운동길 58,041-928-8200
